url,name,country,language,topic_hint,status,resolved_url,notes
https://www.bruegel.org/rss.xml,Bruegel,Europe,en,news,ok,https://www.bruegel.org/rss.xml,
https://cepr.org/rss/vox-content,VoxEU,Europe,en,news,ok,https://cepr.org/rss/vox-content,
https://www.socialeurope.eu/feed,Social Europe,Europe,en,news,ok,https://www.socialeurope.eu/feed,
https://euobserver.com/rss,EUobserver - Economy,Europe,en,news,redirected,https://euobserver.com/feed/,
https://www.politico.eu/feed/,Politico Europe,Europe,en,news,ok,https://www.politico.eu/feed/,
https://www.ecb.europa.eu/rss/press.html,European Central Bank - Press Releases,Europe,en,government,ok,https://www.ecb.europa.eu/rss/press.html,
https://www.ecb.europa.eu/rss/wppub.html,European Central Bank - Research,Europe,en,government,ok,https://www.ecb.europa.eu/rss/wppub.html,
https://ec.europa.eu/eurostat/web/rss,Eurostat - News Releases,Europe,en,government,dead,https://ec.europa.eu/eurostat/web/rss,no entries found and no feed link discovered
https://cepr.org/rss.xml,CEPR,Europe,en,government,ok,https://cepr.org/rss.xml,
https://www.europarl.europa.eu/rss/doc/top-stories/en.xml,European Parliament - News,Europe,en,government,ok,https://www.europarl.europa.eu/rss/doc/top-stories/en.xml,
https://www.europarl.europa.eu/rss/topic/907/en.xml,European Parliament - Economics,Europe,en,government,ok,https://www.europarl.europa.eu/rss/topic/907/en.xml,
https://www.handelsblatt.com/contentexport/feed/schlagzeilen,Handelsblatt Global,Europe,en,news,redirected,https://feeds.cms.handelsblatt.com/schlagzeilen,
https://rss.dw.com/rdf/rss-en-bus,Deutsche Welle - Business,Europe,en,news,ok,https://rss.dw.com/rdf/rss-en-bus,
https://www.bundesbank.de/service/rss/en/633306/feed.rss,Bundesbank - Press Releases,Europe,en,news,ok,https://www.bundesbank.de/service/rss/en/633306/feed.rss,
https://www.lemonde.fr/economie/rss_full.xml,Le Monde - Economie,Europe,fr,news,ok,https://www.lemonde.fr/economie/rss_full.xml,
https://www.france24.com/en/rss,France 24 - Economy,Europe,en,news,ok,https://www.france24.com/en/rss,
https://feeds.elpais.com/mrss-s/pages/ep/site/english.elpais.com/portada,El País - Economy,Europe,es,news,ok,https://feeds.elpais.com/mrss-s/pages/ep/site/english.elpais.com/portada,
https://www.elconfidencial.com/rss/economia.xml,El Confidencial,Europe,es,news,redirected,https://rss.elconfidencial.com/economia/,
https://www.corriere.it/rss/economia.xml,Corriere della Sera - Economy,Europe,it,news,ok,https://www.corriere.it/rss/economia.xml,
https://www.nrc.nl/rss/,NRC Handelsblad,Europe,nl,news,ok,https://www.nrc.nl/rss/,
https://www.copenhageneconomics.com/feed/,Copenhagen Economics,Europe,en,news,redirected,https://copenhageneconomics.com/feed/,
https://www.praguemonitor.com/feed/,Prague Morning,Europe,en,news,redirected,https://praguemonitor.com/feed/,
https://bbj.hu/feed/,Budapest Business Journal,Europe,en,news,ok,https://bbj.hu/feed/,
https://emerging-europe.com/feed/,Emerging Europe,Europe,en,news,ok,https://emerging-europe.com/feed/,
https://www.romania-insider.com/feed/,Romanian Insider,Europe,en,news,redirected,https://www.romania-insider.com/feed,
https://rss.nytimes.com/services/xml/rss/nyt/Business.xml,New York Times - Business,US,en,news,ok,https://rss.nytimes.com/services/xml/rss/nyt/Business.xml,
https://rss.nytimes.com/services/xml/rss/nyt/Economy.xml,New York Times - Economy,US,en,news,ok,https://rss.nytimes.com/services/xml/rss/nyt/Economy.xml,
https://feeds.washingtonpost.com/rss/business,Washington Post - Business,US,en,news,ok,https://feeds.washingtonpost.com/rss/business,
https://rss.app/feeds/9fSoShIXTLIR40J5.xml,Reuters - Business,US,en,news,dead,https://rss.app/feeds/9fSoShIXTLIR40J5.xml,"Client error '402 Payment Required' for url 'https://rss.app/feeds/9fSoShIXTLIR40J5.xml'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402"
https://feeds.bloomberg.com/economics/news.rss,Bloomberg - Economics,US,en,news,redirected,https://www.bloomberg.com/feeds/economics/news.rss,
https://www.axios.com/feeds/feed.rss,Axios - Economy,US,en,news,redirected,https://api.axios.com/feed/,
https://feeds.npr.org/1017/rss.xml,NPR - Economy,US,en,news,ok,https://feeds.npr.org/1017/rss.xml,
https://slate.com/feeds/business.rss,Slate - Business,US,en,news,ok,https://slate.com/feeds/business.rss,
https://www.federalreserve.gov/feeds/press_all.xml,Federal Reserve - Press Releases,US,en,central-bank,ok,https://www.federalreserve.gov/feeds/press_all.xml,
https://www.federalreserve.gov/feeds/feds.xml,Federal Reserve - Research,US,en,central-bank,ok,https://www.federalreserve.gov/feeds/feds.xml,
https://libertystreeteconomics.newyorkfed.org/feed/,NY Fed - Liberty Street Economics Blog,US,en,central-bank,ok,https://libertystreeteconomics.newyorkfed.org/feed/,
https://www.frbsf.org/rss/,San Francisco Fed - Research,US,en,central-bank,redirected,https://www.frbsf.org/feed/,
https://www.dallasfed.org/rss/releases.xml,Dallas Fed - Research,US,en,central-bank,ok,https://www.dallasfed.org/rss/releases.xml,
https://www.bls.gov/feed/bls_latest.rss,Bureau of Labor Statistics,US,en,government,ok,https://www.bls.gov/feed/bls_latest.rss,
https://apps.bea.gov/rss/rss.xml,Bureau of Economic Analysis,US,en,government,ok,https://apps.bea.gov/rss/rss.xml,
https://www.epi.org/feed/,Economic Policy Institute,US,en,think-tank,ok,https://www.epi.org/feed/,
https://rooseveltinstitute.org/feed/,Roosevelt Institute,US,en,think-tank,ok,https://rooseveltinstitute.org/feed/,
https://www.niskanencenter.org/feed/,Niskanen Center,US,en,think-tank,ok,https://www.niskanencenter.org/feed/,
https://www.hamiltonproject.org/feed/,Hamilton Project,US,en,think-tank,ok,https://www.hamiltonproject.org/feed/,
https://milkeninstitute.org/rss.xml,Milken Institute,US,en,think-tank,ok,https://milkeninstitute.org/rss.xml,
https://www.aei.org/feed/,American Enterprise Institute,US,en,think-tank,ok,https://www.aei.org/feed/,
https://www.theglobeandmail.com/arc/outboundfeeds/rss/category/business/,Globe and Mail - Business,Canada,en,think-tank,ok,https://www.theglobeandmail.com/arc/outboundfeeds/rss/category/business/,
https://financialpost.com/feed/,Financial Post,Canada,en,think-tank,redirected,https://financialpost.com/feed,
https://www.bankofcanada.ca/feed/,Bank of Canada,Canada,en,think-tank,ok,https://www.bankofcanada.ca/feed/,
https://cdhowe.org/feed/,C.D. Howe Institute,Canada,en,think-tank,redirected,https://cdhowe.org/publication/feed/,
https://www.as-coa.org/rss.xml,Americas Society / Council of the Americas,Latin America,en,think-tank,dead,https://www.as-coa.org/rss.xml,"Client error '403 Forbidden' for url 'https://www.as-coa.org/rss.xml'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
https://www.elfinanciero.com.mx/rss,El Financiero Mexico,Latin America,en,think-tank,redirected,https://www.elfinanciero.com.mx/arc/outboundfeeds/rss/?outputType=xml,
https://feeds.folha.uol.com.br/mercado/rss091.xml,Folha de S.Paulo - Economy,Latin America,en,think-tank,ok,https://feeds.folha.uol.com.br/mercado/rss091.xml,
https://batimes.com.ar/feed/,Buenos Aires Times,Latin America,en,think-tank,redirected,https://batimes.com.ar/feed,
https://colombiareports.com/feed/,Colombia Reports,Latin America,en,think-tank,ok,https://colombiareports.com/feed/,
https://en.mercopress.com/rss,Merco Press (Southern Cone),Latin America,en,think-tank,ok,https://en.mercopress.com/rss,
https://riotimesonline.com/feed/,Rio Times,Latin America,en,think-tank,redirected,https://www.riotimesonline.com/feed/,
https://businessday.ng/feed/,Business Day South Africa,Africa,en,think-tank,ok,https://businessday.ng/feed/,
https://businessday.ng/feed/,Financial Mail South Africa,Africa,en,think-tank,ok,https://businessday.ng/feed/,
https://www.thisdaylive.com/index.php/feed/,This Day Nigeria,Africa,en,think-tank,redirected,https://www.thisdaylive.com/feed/,
https://african.business/feed,African Business Magazine,Africa,en,think-tank,ok,https://african.business/feed,
https://www.howwemadeitinafrica.com/feed/,How We Made It In Africa,Africa,en,think-tank,ok,https://www.howwemadeitinafrica.com/feed/,
https://www.dailymaverick.co.za/rss/,Daily Maverick - Economy,Africa,en,think-tank,redirected,https://www.dailymaverick.co.za/dmrss/,
https://www.middleeasteye.net/rss,Middle East Eye - Economy,Middle East,en,think-tank,ok,https://www.middleeasteye.net/rss,
https://asia.nikkei.com/rss/feed/nar,Nikkei Asia - China,China,en,think-tank,ok,https://asia.nikkei.com/rss/feed/nar,
https://www.scmp.com/rss/91/feed,South China Morning Post - Business,China,en,think-tank,redirected,https://www.scmp.com/rss/91/feed/,
https://www.chinadaily.com.cn/rss/bizchina_rss.xml,China Daily - Business,China,en,think-tank,ok,https://www.chinadaily.com.cn/rss/bizchina_rss.xml,
https://www.thewirechina.com/feed/,The Wire China,China,en,think-tank,ok,https://www.thewirechina.com/feed/,
https://politepaul.com/fd/XxxizH84d44o.xml,People's Bank of China,China,en,think-tank,dead,https://politepaul.com/fd/XxxizH84d44o.xml,"Client error '404 Not Found' for url 'https://politepaul.com/fd/XxxizH84d44o.xml'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404"
https://economictimes.indiatimes.com/rssfeedstopstories.cms,Economic Times India,India,en,think-tank,ok,https://economictimes.indiatimes.com/rssfeedstopstories.cms,
https://www.livemint.com/rss/economy,Mint - Economy,India,en,think-tank,ok,https://www.livemint.com/rss/economy,
https://www.thehindu.com/business/feeder/default.rss,The Hindu - Business,India,en,think-tank,ok,https://www.thehindu.com/business/feeder/default.rss,
https://www.hindustantimes.com/feeds/rss/business/rssfeed.xml,Hindustan Times - Business,India,en,think-tank,ok,https://www.hindustantimes.com/feeds/rss/business/rssfeed.xml,
https://niti.gov.in/rss.xml,NITI Aayog,India,en,think-tank,ok,https://niti.gov.in/rss.xml,
https://asia.nikkei.com/rss/feed/nar,Nikkei Asia,Japan/South Korea,en,think-tank,ok,https://asia.nikkei.com/rss/feed/nar,
https://www.koreatimes.co.kr/www/rss/biz.xml,Korea Times - Business,Japan/South Korea,en,think-tank,dead,https://www.koreatimes.co.kr/www/rss/biz.xml,no entries found and no feed link discovered
https://www.bangkokpost.com/rss/data/business.xml,Bangkok Post - Business,Southeast Asia,en,think-tank,ok,https://www.bangkokpost.com/rss/data/business.xml,
https://business.inquirer.net/feed,Philippine Daily Inquirer - Business,Southeast Asia,en,think-tank,dead,https://business.inquirer.net/feed,"Client error '403 Forbidden' for url 'https://business.inquirer.net/feed'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
https://www.straitstimes.com/news/business/rss.xml,Straits Times - Business,Southeast Asia,en,think-tank,ok,https://www.straitstimes.com/news/business/rss.xml,
https://www.afr.com/rss/feed.xml,Australian Financial Review,Australia/NZ,en,think-tank,ok,https://www.afr.com/rss/feed.xml,
https://www.smh.com.au/rss/business.xml,Sydney Morning Herald - Business,Australia/NZ,en,think-tank,ok,https://www.smh.com.au/rss/business.xml,
https://www.abc.net.au/news/feed/45910/rss.xml,ABC News Australia - Business,Australia/NZ,en,think-tank,ok,https://www.abc.net.au/news/feed/45910/rss.xml,
https://www.rba.gov.au/rss/rss-cb-speeches.xml,Reserve Bank of Australia,Australia/NZ,en,think-tank,ok,https://www.rba.gov.au/rss/rss-cb-speeches.xml,
https://grattan.edu.au/feed/,Grattan Institute,Australia/NZ,en,think-tank,dead,https://grattan.edu.au/feed/,"Client error '403 Forbidden' for url 'https://grattan.edu.au/feed/'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
https://australiainstitute.org.au/feed/,Australia Institute,Australia/NZ,en,think-tank,ok,https://australiainstitute.org.au/feed/,
https://www.themoscowtimes.com/rss/news,Moscow Times - Business,Russia/FSU,en,think-tank,ok,https://www.themoscowtimes.com/rss/news,
https://meduza.io/rss/en/all,Meduza (English),Russia/FSU,en,think-tank,ok,https://meduza.io/rss/en/all,
https://eurasianet.org/rss,Eurasianet,Russia/FSU,en,think-tank,ok,https://eurasianet.org/rss,
https://eng.lsm.lv/rss/?category=economy,Latvian Public Broadcasting Economy,Russia/FSU,en,think-tank,ok,https://eng.lsm.lv/rss/?category=economy,
https://news.postimees.ee/rss,Estonian Postimees (English),Russia/FSU,en,think-tank,ok,https://news.postimees.ee/rss,
https://news.un.org/feed/subscribe/en/news/topic/economic-development/feed/rss.xml,UN News - Economic Development,International,en,think-tank,ok,https://news.un.org/feed/subscribe/en/news/topic/economic-development/feed/rss.xml,
https://www.g20.org/rss/,G20,International,en,think-tank,dead,https://www.g20.org/rss/,no entries found and no feed link discovered
https://www.project-syndicate.org/rss,Project Syndicate,International,en,think-tank,ok,https://www.project-syndicate.org/rss,
https://www.atlanticcouncil.org/feed/,Atlantic Council,International,en,think-tank,dead,https://www.atlanticcouncil.org/feed/,"Client error '403 Forbidden' for url 'https://www.atlanticcouncil.org/feed/'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
https://www.rand.org/news.xml,RAND Corporation,International,en,think-tank,dead,https://www.rand.org/news.xml,no entries found and no feed link discovered
https://www.oxfordeconomics.com/feed/,Oxford Economics,International,en,think-tank,ok,https://www.oxfordeconomics.com/feed/,
https://adamtooze.substack.com/feed,Adam Tooze - Chartbook,International,en,think-tank,ok,https://adamtooze.substack.com/feed,
https://noahpinion.substack.com/feed,Noah Smith - Noahpinion,International,en,think-tank,redirected,https://www.noahpinion.blog/feed,
https://theovershoot.co/feed,Matt Klein - The Overshoot,International,en,think-tank,ok,https://theovershoot.co/feed,
https://braddelong.substack.com/feed,Brad DeLong - Grasping Reality,International,en,think-tank,ok,https://braddelong.substack.com/feed,
https://branko2f7.substack.com/feed,Branko Milanovic - globalinequality,International,en,think-tank,ok,https://branko2f7.substack.com/feed,
https://longandvariable.wordpress.com/feed/,Tony Yates - longandvariable,International,en,think-tank,ok,https://longandvariable.wordpress.com/feed/,
https://trueeconomics.blogspot.com/feeds/posts/default,Constantin Gurdgiev,International,en,think-tank,ok,https://trueeconomics.blogspot.com/feeds/posts/default,
https://www.coppolacomment.com/feeds/posts/default,Frances Coppola - Coppola Comment,International,en,think-tank,ok,https://www.coppolacomment.com/feeds/posts/default,
https://paulkrugman.substack.com/feed,Paul Krugman Newsletter,International,en,think-tank,ok,https://paulkrugman.substack.com/feed,
https://ritholtz.com/feed/,Barry Ritholtz - The Big Picture,International,en,think-tank,ok,https://ritholtz.com/feed/,
http://www.enlightenmenteconomics.com/blog/index.php/feed/,Diane Coyle - The Enlightened Economist,International,en,think-tank,ok,http://www.enlightenmenteconomics.com/blog/index.php/feed/,
https://timharford.com/feed/,Tim Harford - Undercover Economist,International,en,think-tank,ok,https://timharford.com/feed/,
https://www.philosophyofmoney.net/feed/,Eric Lonergan,International,en,think-tank,ok,https://www.philosophyofmoney.net/feed/,
https://www.nber.org/rss/new.xml,NBER Working Papers,International,en,think-tank,dead,https://www.nber.org/rss/new.xml,"Client error '403 Forbidden' for url 'https://www.nber.org/rss/new.xml'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
https://voxdev.org/rss.xml,Vox Development,International,en,think-tank,ok,https://voxdev.org/rss.xml,
https://fredblog.stlouisfed.org/feed/,FRED Blog (St. Louis Fed),International,en,think-tank,ok,https://fredblog.stlouisfed.org/feed/,
